"ref";"marca";"modelo";"cambio";"motor";"ano";"valor"
2016-09-01;"Toyota";"ETIOS XS 1.5 Flex 16V 5p Aut.";"automatico";1,5;"0 km";52081
2016-09-01;"Toyota";"ETIOS XS 1.5 Flex 16V 5p Aut.";"automatico";1,5;"2017";46507
2016-09-01;"Toyota";"ETIOS XS 1.5 Flex 16V 5p Mec.";"manual";1,5;"0 km";47692
2016-09-01;"Toyota";"ETIOS XS 1.5 Flex 16V 5p Mec.";"manual";1,5;"2017";42849
2016-09-01;"Toyota";"ETIOS XS 1.5 Flex 16V 5p Mec.";"manual";1,5;"2016";41116
2016-09-01;"Toyota";"ETIOS XS Sedan 1.5 Flex 16V 4p Aut.";"automatico";1,5;"0 km";54610
2016-09-01;"Toyota";"ETIOS XS Sedan 1.5 Flex 16V 4p Aut.";"automatico";1,5;"2017";48931
2016-09-01;"Toyota";"ETIOS XS Sedan1.5 Flex 16V 4p Mec.";"manual";1,5;"0 km";50513
2016-09-01;"Toyota";"ETIOS XS Sedan1.5 Flex 16V 4p Mec.";"manual";1,5;"2017";45397
2016-09-01;"Toyota";"ETIOS XS Sedan1.5 Flex 16V 4p Mec.";"manual";1,5;"2016";43110
2016-09-01;"VW - VolksWagen";"Fox BLUEMOTION 1.0 Mi Total Flex 12V 5p";"automatico";1;"0 km";46795
2016-09-01;"VW - VolksWagen";"Fox BLUEMOTION 1.0 Mi Total Flex 12V 5p";"automatico";1;"2017";41511
2016-09-01;"VW - VolksWagen";"Fox BLUEMOTION 1.0 Mi Total Flex 12V 5p";"automatico";1;"2016";39619
2016-09-01;"VW - VolksWagen";"Fox Comfortline 1.0 Flex 12V 5p";"automatico";1;"0 km";46464
2016-09-01;"VW - VolksWagen";"Fox Comfortline 1.0 Flex 12V 5p";"automatico";1;"2017";41467
2016-09-01;"VW - VolksWagen";"Fox Comfortline 1.0 Flex 12V 5p";"automatico";1;"2016";40203
2016-09-01;"VW - VolksWagen";"Fox Comfortline 1.0 Flex 8V 5p";"automatico";1;"0 km";40258
2016-09-01;"VW - VolksWagen";"Fox Comfortline 1.6 Flex 8V 5p";"automatico";1,6;"0 km";49643
2016-09-01;"VW - VolksWagen";"Fox Comfortline 1.6 Flex 8V 5p";"automatico";1,6;"2017";44769
2016-09-01;"VW - VolksWagen";"Fox Comfortline 1.6 Flex 8V 5p";"automatico";1,6;"2016";43295
2016-09-01;"VW - VolksWagen";"Fox Comfortline I Motion 1.6 Flex 8V 5p";"automatico";1,6;"0 km";53431
2016-09-01;"VW - VolksWagen";"Fox Comfortline I Motion 1.6 Flex 8V 5p";"automatico";1,6;"2017";48320
2016-09-01;"VW - VolksWagen";"Fox Comfortline I Motion 1.6 Flex 8V 5p";"automatico";1,6;"2016";45328
2016-09-01;"VW - VolksWagen";"Fox Highline I MOTION 1.6 Flex 16V 5p";"automatico";1,6;"0 km";58500
2016-09-01;"VW - VolksWagen";"Fox Highline I MOTION 1.6 Flex 16V 5p";"automatico";1,6;"2017";52469
2016-09-01;"VW - VolksWagen";"Fox Highline I MOTION 1.6 Flex 16V 5p";"automatico";1,6;"2016";50040
2016-09-01;"VW - VolksWagen";"Fox Highline1.6 Flex 16V 5p";"automatico";1,6;"0 km";55665
2016-09-01;"VW - VolksWagen";"Fox Highline1.6 Flex 16V 5p";"automatico";1,6;"2017";48790
2016-09-01;"VW - VolksWagen";"Fox Highline1.6 Flex 16V 5p";"automatico";1,6;"2016";46903
2016-09-01;"VW - VolksWagen";"Fox PEPPER 1.6 Flex 16V 5p";"automatico";1,6;"0 km";56865
2016-09-01;"VW - VolksWagen";"Fox PEPPER 1.6 Flex 16V 5p";"automatico";1,6;"2017";49727
2016-09-01;"VW - VolksWagen";"Fox PEPPER 1.6 Flex 16V 5p";"automatico";1,6;"2016";47833
2016-09-01;"VW - VolksWagen";"Fox PEPPER I MOTION 1.6 Flex 16V 5p";"automatico";1,6;"0 km";59765
2016-09-01;"VW - VolksWagen";"Fox PEPPER I MOTION 1.6 Flex 16V 5p";"automatico";1,6;"2017";52200
2016-09-01;"VW - VolksWagen";"Fox PEPPER I MOTION 1.6 Flex 16V 5p";"automatico";1,6;"2016";49439
2016-09-01;"VW - VolksWagen";"Fox Rock in Rio 1.6 Mi Total Flex 8V 5p";"automatico";1,6;"0 km";47035
2016-09-01;"VW - VolksWagen";"Fox Rock in Rio 1.6 Mi Total Flex 8V 5p";"automatico";1,6;"2016";43495
2016-09-01;"VW - VolksWagen";"Fox RUN 1.6 Flex 8V 5p";"automatico";1,6;"0 km";54305
2016-09-01;"VW - VolksWagen";"Fox RUN 1.6 Flex 8V 5p";"automatico";1,6;"2017";48909
2016-09-01;"VW - VolksWagen";"Fox TRACK 1.0 Flex 12V 5p";"automatico";1;"0 km";45995
2016-09-01;"VW - VolksWagen";"Fox TRACK 1.0 Flex 12V 5p";"automatico";1;"2017";42388
2016-09-01;"VW - VolksWagen";"Fox TRACK 1.0 Flex 12V 5p";"automatico";1;"2016";40472
2016-09-01;"VW - VolksWagen";"Fox Trendline 1.0 Flex 12V 5p";"automatico";1;"0 km";43080
2016-09-01;"VW - VolksWagen";"Fox Trendline 1.0 Flex 12V 5p";"automatico";1;"2017";38058
2016-09-01;"VW - VolksWagen";"Fox Trendline 1.0 Flex 12V 5p";"automatico";1;"2016";36610
2016-09-01;"VW - VolksWagen";"Fox Trendline 1.0 Flex 8V 5p";"automatico";1;"0 km";37510
2016-09-01;"VW - VolksWagen";"Fox Trendline 1.6 Flex 8V 5p";"automatico";1,6;"0 km";47759
2016-09-01;"VW - VolksWagen";"Fox Trendline 1.6 Flex 8V 5p";"automatico";1,6;"2017";43503
2016-09-01;"VW - VolksWagen";"Fox Trendline 1.6 Flex 8V 5p";"automatico";1,6;"2016";40045
2016-09-01;"VW - VolksWagen";"Gol (novo) 1.0 Mi Total Flex 8V 4p";"automatico";1;"0 km";33240
2016-09-01;"VW - VolksWagen";"Gol (novo) 1.6 Mi Total Flex 8V 4p";"automatico";1,6;"0 km";38345
2016-09-01;"VW - VolksWagen";"Gol (novo) 1.6 Power/Highi T.Flex 8v 4P";"automatico";1,6;"0 km";52875
2016-09-01;"VW - VolksWagen";"Gol (novo) 1.6 Power/Highi T.Flex 8v 4P";"automatico";1,6;"2017";48188
2016-09-01;"VW - VolksWagen";"Gol (novo) 1.6 Power/Highi T.Flex 8v 4P";"automatico";1,6;"2016";44541
2016-09-01;"VW - VolksWagen";"Gol 1.6 I MOTI.Power/Highli T.Flex 8V 4p";"automatico";1,6;"0 km";55829
2016-09-01;"VW - VolksWagen";"Gol 1.6 I MOTI.Power/Highli T.Flex 8V 4p";"automatico";1,6;"2017";51190
2016-09-01;"VW - VolksWagen";"Gol 1.6 I MOTI.Power/Highli T.Flex 8V 4p";"automatico";1,6;"2016";44697
2016-09-01;"VW - VolksWagen";"Gol Comfortline 1.0 T. Flex 12V 5p";"automatico";1;"0 km";46605
2016-09-01;"VW - VolksWagen";"Gol Comfortline 1.0 T. Flex 12V 5p";"automatico";1;"2017";41928
2016-09-01;"VW - VolksWagen";"Gol Comfortline 1.0 T. Flex 8V 3p";"automatico";1;"0 km";32810
2016-09-01;"VW - VolksWagen";"Gol Comfortline 1.0 T. Flex 8V 5p";"automatico";1;"0 km";42241
2016-09-01;"VW - VolksWagen";"Gol Comfortline 1.0 T. Flex 8V 5p";"automatico";1;"2016";37610
2016-09-01;"VW - VolksWagen";"Gol Comfortline 1.6 T. Flex 8V 3p";"automatico";1,6;"0 km";42913
2016-09-01;"VW - VolksWagen";"Gol Comfortline 1.6 T. Flex 8V 5p";"automatico";1,6;"0 km";49943
2016-09-01;"VW - VolksWagen";"Gol Comfortline 1.6 T. Flex 8V 5p";"automatico";1,6;"2017";45521
2016-09-01;"VW - VolksWagen";"Gol Comfortline 1.6 T. Flex 8V 5p";"automatico";1,6;"2016";41984
2016-09-01;"VW - VolksWagen";"Gol I MOTION Comfort. 1.6 T. Flex 8V 3p";"automatico";1,6;"0 km";45657
2016-09-01;"VW - VolksWagen";"Gol I MOTION Comfort. 1.6 T. Flex 8V 5p";"automatico";1,6;"0 km";52855
2016-09-01;"VW - VolksWagen";"Gol I MOTION Comfort. 1.6 T. Flex 8V 5p";"automatico";1,6;"2017";48169
2016-09-01;"VW - VolksWagen";"Gol I MOTION Comfort. 1.6 T. Flex 8V 5p";"automatico";1,6;"2016";40905
2016-09-01;"VW - VolksWagen";"Gol Rallye 1.6 T. Flex 16V 5p";"automatico";1,6;"0 km";52905
2016-09-01;"VW - VolksWagen";"Gol Rallye 1.6 T. Flex 16V 5p";"automatico";1,6;"2016";48254
2016-09-01;"VW - VolksWagen";"Gol Rallye I MOTION 1.6 T. Flex 16V 5p";"automatico";1,6;"0 km";55895
2016-09-01;"VW - VolksWagen";"Gol Rallye I MOTION 1.6 T. Flex 16V 5p";"automatico";1,6;"2016";48769
2016-09-01;"VW - VolksWagen";"Gol Rock in Rio 1.0 Mi Total Flex 8V 5p";"automatico";1;"0 km";42089
2016-09-01;"VW - VolksWagen";"Gol Rock in Rio 1.0 Mi Total Flex 8V 5p";"automatico";1;"2016";38481
2016-09-01;"VW - VolksWagen";"Gol SELEÇÃO 1.0 Mi Total Flex 8V 5p";"automatico";1;"0 km";38390
2016-09-01;"VW - VolksWagen";"Gol SELEÇÃO 1.6 Total Flex 8V 5p";"automatico";1,6;"0 km";41113
2016-09-01;"VW - VolksWagen";"Gol Special 1.0 Total Flex 8V 3p";"automatico";1;"0 km";31685
2016-09-01;"VW - VolksWagen";"Gol Special 1.0 Total Flex 8V 3p";"automatico";1;"2016";28205
2016-09-01;"VW - VolksWagen";"Gol Special 1.0 Total Flex 8V 5p";"automatico";1;"0 km";34475
2016-09-01;"VW - VolksWagen";"Gol Special 1.0 Total Flex 8V 5p";"automatico";1;"2016";31230
2016-09-01;"VW - VolksWagen";"Gol TRACK 1.0 Mi Total Flex 8V 4p";"automatico";1;"0 km";39169
2016-09-01;"VW - VolksWagen";"Gol TRACK 1.0 Mi Total Flex 8V 4p";"automatico";1;"2016";35711
2016-09-01;"VW - VolksWagen";"Gol Trendline 1.0 T.Flex 12V 3p";"automatico";1;"0 km";34563
2016-09-01;"VW - VolksWagen";"Gol Trendline 1.0 T.Flex 12V 3p";"automatico";1;"2017";31495
2016-09-01;"VW - VolksWagen";"Gol Trendline 1.0 T.Flex 12V 5p";"automatico";1;"0 km";37221
2016-09-01;"VW - VolksWagen";"Gol Trendline 1.0 T.Flex 12V 5p";"automatico";1;"2017";34259
2016-09-01;"VW - VolksWagen";"Gol Trendline 1.0 T.Flex 8V 3p";"automatico";1;"0 km";34280
2016-09-01;"VW - VolksWagen";"Gol Trendline 1.0 T.Flex 8V 3p";"automatico";1;"2016";29788
2016-09-01;"VW - VolksWagen";"Gol Trendline 1.0 T.Flex 8V 5p";"automatico";1;"0 km";37978
2016-09-01;"VW - VolksWagen";"Gol Trendline 1.0 T.Flex 8V 5p";"automatico";1;"2016";32454
2016-09-01;"VW - VolksWagen";"Gol Trendline 1.6 T.Flex 8V 3p";"automatico";1,6;"0 km";37246
2016-09-01;"VW - VolksWagen";"Gol Trendline 1.6 T.Flex 8V 5p";"automatico";1,6;"0 km";41265
2016-09-01;"VW - VolksWagen";"Gol Trendline 1.6 T.Flex 8V 5p";"automatico";1,6;"2017";38078
2016-09-01;"VW - VolksWagen";"Gol Trendline 1.6 T.Flex 8V 5p";"automatico";1,6;"2016";36400
2016-09-01;"VW - VolksWagen";"up! black/white/red 1.0 T. Flex 12V 5p";"automatico";1;"0 km";46667
2016-09-01;"VW - VolksWagen";"up! black/white/red 1.0 T. Flex 12V 5p";"automatico";1;"2016";40695
2016-09-01;"VW - VolksWagen";"up! black/white/red 1.0 TSI TFlex 12V 5p";"automatico";1;"0 km";50815
2016-09-01;"VW - VolksWagen";"up! black/white/red 1.0 TSI TFlex 12V 5p";"automatico";1;"2017";46352
2016-09-01;"VW - VolksWagen";"up! black/white/red 1.0 TSI TFlex 12V 5p";"automatico";1;"2016";43834
2016-09-01;"VW - VolksWagen";"up! black/white/red I MOTION 1.0 Flex 5p";"automatico";1;"0 km";48676
2016-09-01;"VW - VolksWagen";"up! black/white/red I MOTION 1.0 Flex 5p";"automatico";1;"2016";42784
2016-09-01;"VW - VolksWagen";"up! cross 1.0 T. Flex 12V 5p";"automatico";1;"0 km";45726
2016-09-01;"VW - VolksWagen";"up! cross 1.0 T. Flex 12V 5p";"automatico";1;"2017";40182
2016-09-01;"VW - VolksWagen";"up! cross 1.0 T. Flex 12V 5p";"automatico";1;"2016";38599
2016-09-01;"VW - VolksWagen";"up! cross 1.0 TSI Total Flex 12V 5p";"automatico";1;"0 km";49063
2016-09-01;"VW - VolksWagen";"up! cross 1.0 TSI Total Flex 12V 5p";"automatico";1;"2017";44715
2016-09-01;"VW - VolksWagen";"up! cross 1.0 TSI Total Flex 12V 5p";"automatico";1;"2016";42681
2016-09-01;"VW - VolksWagen";"up! cross I MOTION 1.0 T.Flex 12V 5p";"automatico";1;"0 km";48894
2016-09-01;"VW - VolksWagen";"up! cross I MOTION 1.0 T.Flex 12V 5p";"automatico";1;"2017";42641
2016-09-01;"VW - VolksWagen";"up! cross I MOTION 1.0 T.Flex 12V 5p";"automatico";1;"2016";41021
2016-09-01;"VW - VolksWagen";"up! high 1.0 Total Flex 12V 5p";"automatico";1;"0 km";46974
2016-09-01;"VW - VolksWagen";"up! high 1.0 Total Flex 12V 5p";"automatico";1;"2017";41705
2016-09-01;"VW - VolksWagen";"up! high 1.0 Total Flex 12V 5p";"automatico";1;"2016";40282
2016-09-01;"VW - VolksWagen";"up! high 1.0 TSI Total Flex 12V 5p";"automatico";1;"0 km";50395
2016-09-01;"VW - VolksWagen";"up! high 1.0 TSI Total Flex 12V 5p";"automatico";1;"2017";44801
2016-09-01;"VW - VolksWagen";"up! high 1.0 TSI Total Flex 12V 5p";"automatico";1;"2016";41745
2016-09-01;"VW - VolksWagen";"up! high I MOTION 1.0 T. Flex 12V 5p";"automatico";1;"0 km";50214
2016-09-01;"VW - VolksWagen";"up! high I MOTION 1.0 T. Flex 12V 5p";"automatico";1;"2017";44733
2016-09-01;"VW - VolksWagen";"up! high I MOTION 1.0 T. Flex 12V 5p";"automatico";1;"2016";41798
2016-09-01;"VW - VolksWagen";"up! move 1.0 T. Flex 12V 3p";"automatico";1;"0 km";31285
2016-09-01;"VW - VolksWagen";"up! move 1.0 Total Flex 12V 5p";"automatico";1;"0 km";41552
2016-09-01;"VW - VolksWagen";"up! move 1.0 Total Flex 12V 5p";"automatico";1;"2017";36713
2016-09-01;"VW - VolksWagen";"up! move 1.0 Total Flex 12V 5p";"automatico";1;"2016";35230
2016-09-01;"VW - VolksWagen";"up! move 1.0 TSI Total Flex 12V 5p";"automatico";1;"0 km";46228
2016-09-01;"VW - VolksWagen";"up! move 1.0 TSI Total Flex 12V 5p";"automatico";1;"2017";40924
2016-09-01;"VW - VolksWagen";"up! move 1.0 TSI Total Flex 12V 5p";"automatico";1;"2016";39455
2016-09-01;"VW - VolksWagen";"up! move I MOTION 1.0 T. Flex 12V 3p";"automatico";1;"0 km";33197
2016-09-01;"VW - VolksWagen";"up! move I MOTION 1.0 T. Flex 12V 5p";"automatico";1;"0 km";44030
2016-09-01;"VW - VolksWagen";"up! move I MOTION 1.0 T. Flex 12V 5p";"automatico";1;"2017";39261
2016-09-01;"VW - VolksWagen";"up! move I MOTION 1.0 T. Flex 12V 5p";"automatico";1;"2016";36450
2016-09-01;"VW - VolksWagen";"up! Run 1.0 Total Flex 12V 5p";"automatico";1;"0 km";44397
2016-09-01;"VW - VolksWagen";"up! Run 1.0 Total Flex 12V 5p";"automatico";1;"2017";40679
2016-09-01;"VW - VolksWagen";"up! Run I MOTION 1.0 Total Flex 12V 5p";"automatico";1;"0 km";46582
2016-09-01;"VW - VolksWagen";"up! Run I MOTION 1.0 Total Flex 12V 5p";"automatico";1;"2017";42364
2016-09-01;"VW - VolksWagen";"up! SPEED 1.0 TSI T. Flex 12V 5p";"automatico";1;"0 km";51078
2016-09-01;"VW - VolksWagen";"up! SPEED 1.0 TSI T. Flex 12V 5p";"automatico";1;"2017";46290
2016-09-01;"VW - VolksWagen";"up! SPEED 1.0 TSI T. Flex 12V 5p";"automatico";1;"2016";41719
2016-09-01;"VW - VolksWagen";"up! take 1.0 T. Flex 12V 3p";"automatico";1;"0 km";31855
2016-09-01;"VW - VolksWagen";"up! take 1.0 T. Flex 12V 3p";"automatico";1;"2017";28310
2016-09-01;"VW - VolksWagen";"up! take 1.0 T. Flex 12V 3p";"automatico";1;"2016";27144
2016-09-01;"VW - VolksWagen";"up! take 1.0 Total Flex 12V 5p";"automatico";1;"0 km";34706
2016-09-01;"VW - VolksWagen";"up! take 1.0 Total Flex 12V 5p";"automatico";1;"2017";31150
2016-09-01;"VW - VolksWagen";"up! take 1.0 Total Flex 12V 5p";"automatico";1;"2016";29845
2016-08-01;"Citroën";"C3 Attra/Origine Pack 1.5 Flex 8V 5p Mec";"manual";1,5;"0 km";50203
2016-08-01;"Citroën";"C3 Attra/Origine Pack 1.5 Flex 8V 5p Mec";"manual";1,5;"2017";44610
2016-08-01;"Citroën";"C3 Attra/Origine Pack 1.5 Flex 8V 5p Mec";"manual";1,5;"2016";42867
2016-08-01;"Citroën";"C3 Attraction Pure Tech 1.2 Flex 12V Mec";"manual";1,2;"0 km";51289
2016-08-01;"Citroën";"C3 Attraction Pure Tech 1.2 Flex 12V Mec";"manual";1,2;"2017";45308
2016-08-01;"Citroën";"C3 Excl. 1.6 VTi Flex Start 16V 5p Aut.";"automatico";1,6;"0 km";63533
2016-08-01;"Citroën";"C3 Excl. 1.6 VTi Flex Start 16V 5p Aut.";"automatico";1,6;"2017";53970
2016-08-01;"Citroën";"C3 Excl. 1.6 VTi Flex Start 16V 5p Aut.";"automatico";1,6;"2016";51567
2016-08-01;"Citroën";"C3 Excl. 1.6 VTi Flex Start 16V 5p Mec.";"manual";1,6;"0 km";55755
2016-08-01;"Citroën";"C3 Exclusive 1.5 Flex 8V 5p Mec.";"manual";1,5;"0 km";53995
2016-08-01;"Citroën";"C3 Exclusive 1.5 Flex 8V 5p Mec.";"manual";1,5;"2016";46895
2016-08-01;"Citroën";"C3 Origine 1.5 Flex 8V 5p Mec.";"manual";1,5;"0 km";45208
2016-08-01;"Citroën";"C3 Origine 1.5 Flex 8V 5p Mec.";"manual";1,5;"2017";39419
2016-08-01;"Citroën";"C3 Origine 1.5 Flex 8V 5p Mec.";"manual";1,5;"2016";37581
2016-08-01;"Citroën";"C3 Origine Pure Tech 1.2 Flex 12V Mec";"manual";1,2;"0 km";47150
2016-08-01;"Citroën";"C3 Origine Pure Tech 1.2 Flex 12V Mec";"manual";1,2;"2017";41537
2016-08-01;"Citroën";"C3 Picasso Excl. 1.6 Flex 16V 5p Aut.";"automatico";1,6;"0 km";64233
2016-08-01;"Citroën";"C3 Picasso Exclusive 1.6 Flex 16V 5p Mec";"manual";1,6;"0 km";58416
2016-08-01;"Citroën";"C3 Picasso Origine 1.5 Flex 8V Mec.";"manual";1,5;"0 km";48145
2016-08-01;"Citroën";"C3 Picasso Tendance 1.5 Flex 8V 5p Mec.";"manual";1,5;"0 km";52055
2016-08-01;"Citroën";"C3 Picasso Tendance 1.6 Flex 16V 5p Aut.";"automatico";1,6;"0 km";56882
2016-08-01;"Citroën";"C3 Tendance 1.5 Flex 8V 5p Mec.";"manual";1,5;"0 km";52783
2016-08-01;"Citroën";"C3 Tendance 1.5 Flex 8V 5p Mec.";"manual";1,5;"2017";45756
2016-08-01;"Citroën";"C3 Tendance 1.5 Flex 8V 5p Mec.";"manual";1,5;"2016";43904
2016-08-01;"Citroën";"C3 Tendance 1.6 VTi Flex Start 16V Aut.";"automatico";1,6;"0 km";56943
2016-08-01;"Citroën";"C3 Tendance 1.6 VTi Flex Start 16V Aut.";"automatico";1,6;"2017";50169
2016-08-01;"Citroën";"C3 Tendance 1.6 VTi Flex Start 16V Aut.";"automatico";1,6;"2016";48451
2016-08-01;"Citroën";"C3 Tendance Pure Tech 1.2 Flex 12V Mec.";"manual";1,2;"0 km";54252
2016-08-01;"Citroën";"C3 Tendance Pure Tech 1.2 Flex 12V Mec.";"manual";1,2;"2017";47937
2016-08-01;"Fiat";"MOBI EASY 1.0 Fire Flex 5p.";"automatico";1;"0 km";32818
2016-08-01;"Fiat";"MOBI EASY 1.0 Fire Flex 5p.";"automatico";1;"2017";29117
2016-08-01;"Fiat";"MOBI EASY on 1.0 Fire Flex 5p.";"automatico";1;"0 km";35334
2016-08-01;"Fiat";"MOBI EASY on 1.0 Fire Flex 5p.";"automatico";1;"2017";31483
2016-08-01;"Fiat";"MOBI LIKE 1.0 Fire Flex 5p.";"automatico";1;"0 km";38827
2016-08-01;"Fiat";"MOBI LIKE 1.0 Fire Flex 5p.";"automatico";1;"2017";35080
2016-08-01;"Fiat";"MOBI LIKE ON 1.0 Fire Flex 5p.";"automatico";1;"0 km";42058
2016-08-01;"Fiat";"MOBI LIKE ON 1.0 Fire Flex 5p.";"automatico";1;"2017";36701
2016-08-01;"Fiat";"MOBI WAY 1.0 Fire Flex 5p.";"automatico";1;"0 km";40370
2016-08-01;"Fiat";"MOBI WAY 1.0 Fire Flex 5p.";"automatico";1;"2017";36061
2016-08-01;"Fiat";"MOBI WAY on 1.0 Fire Flex 5p.";"automatico";1;"0 km";43877
2016-08-01;"Fiat";"MOBI WAY on 1.0 Fire Flex 5p.";"automatico";1;"2017";38110
2016-08-01;"Fiat";"Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 2p";"automatico";1;"0 km";28402
2016-08-01;"Fiat";"Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 2p";"automatico";1;"2016";25006
2016-08-01;"Fiat";"Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 4p";"automatico";1;"0 km";31180
2016-08-01;"Fiat";"Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 4p";"automatico";1;"2016";27610
2016-08-01;"Fiat";"Palio ATTRA. Best Seller 1.0 EVO Flex 5p";"automatico";1;"0 km";42228
2016-08-01;"Fiat";"Palio ATTRA. Best Seller 1.0 EVO Flex 5p";"automatico";1;"2016";35621
2016-08-01;"Fiat";"Palio ATTRA. Best Seller 1.4 EVO Flex 5p";"automatico";1,4;"0 km";43051
2016-08-01;"Fiat";"Palio ATTRA. Best Seller 1.4 EVO Flex 5p";"automatico";1,4;"2016";37246
2016-08-01;"Fiat";"Palio ATTRA./ITÁLIA 1.4 EVO F.Flex 8V 5p";"automatico";1,4;"0 km";43572
2016-08-01;"Fiat";"Palio ATTRA./ITÁLIA 1.4 EVO F.Flex 8V 5p";"automatico";1,4;"2016";37540
2016-08-01;"Fiat";"Palio ATTRACTIVE 1.0 EVO Fire Flex 8v 5p";"automatico";1;"0 km";39873
2016-08-01;"Fiat";"Palio ATTRACTIVE 1.0 EVO Fire Flex 8v 5p";"automatico";1;"2016";34321
2016-08-01;"Fiat";"Palio Celebration 1.0 Fire Flex 8V 2p";"automatico";1;"0 km";33965
2016-08-01;"Fiat";"Palio Celebration 1.0 Fire Flex 8V 2p";"automatico";1;"2016";27845
2016-08-01;"Fiat";"Palio Celebration 1.0 Fire Flex 8V 4p";"automatico";1;"0 km";36122
2016-08-01;"Fiat";"Palio Celebration 1.0 Fire Flex 8V 4p";"automatico";1;"2016";29048
2016-08-01;"Fiat";"Palio ESSENCE 1.6 Flex 16V 5p";"automatico";1,6;"0 km";47999
2016-08-01;"Fiat";"Palio ESSENCE 1.6 Flex 16V 5p";"automatico";1,6;"2016";39954
2016-08-01;"Fiat";"Palio ESSENCE Dualogic 1.6 Flex 16V 5p";"automatico";1,6;"0 km";50661
2016-08-01;"Fiat";"Palio ESSENCE Dualogic 1.6 Flex 16V 5p";"automatico";1,6;"2016";40995
2016-08-01;"Fiat";"Palio SPORTING 1.6 Flex 16V 5p";"automatico";1,6;"0 km";50003
2016-08-01;"Fiat";"Palio SPORTING 1.6 Flex 16V 5p";"automatico";1,6;"2016";44790
2016-08-01;"Fiat";"Palio SPORTING B.Edit. 1.6 Flex 16V 5p";"automatico";1,6;"0 km";56250
2016-08-01;"Fiat";"Palio SPORTING B.Edit. 1.6 Flex 16V 5p";"automatico";1,6;"2016";48521
2016-08-01;"Fiat";"Palio SPORTING Dual. B.Edit. 1.6 Flex 5p";"automatico";1,6;"0 km";61250
2016-08-01;"Fiat";"Palio SPORTING Dual. B.Edit. 1.6 Flex 5p";"automatico";1,6;"2016";52831
2016-08-01;"Fiat";"Palio SPORTING Dualogic 1.6 Flex 16V 5p";"automatico";1,6;"0 km";54048
2016-08-01;"Fiat";"Palio SPORTING Dualogic 1.6 Flex 16V 5p";"automatico";1,6;"2016";46547
2016-08-01;"Fiat";"Palio Way 1.0 Fire Flex 8V 5p";"automatico";1;"0 km";33105
2016-08-01;"Fiat";"Palio Way 1.0 Fire Flex 8V 5p";"automatico";1;"2016";30222
2016-08-01;"Fiat";"Palio Way Celebration 1.0 F. Flex 8V 5p";"automatico";1;"0 km";37888
2016-08-01;"Fiat";"Palio Way Celebration 1.0 F. Flex 8V 5p";"automatico";1;"2016";31230
2016-08-01;"Fiat";"Palio Week. Adv. Dualogic 1.8 Flex";"automatico";1,8;"0 km";66239
2016-08-01;"Fiat";"Palio Week. Adv. Dualogic 1.8 Flex";"automatico";1,8;"2016";57370
2016-08-01;"Fiat";"Palio Week. Adv/Adv TRYON 1.8 mpi Flex";"automatico";1,8;"0 km";62623
2016-08-01;"Fiat";"Palio Week. Adv/Adv TRYON 1.8 mpi Flex";"automatico";1,8;"2016";53225
2016-08-01;"Fiat";"Palio Week. ATTRACTIVE 1.4 Fire Flex 8V";"automatico";1,4;"0 km";50994
2016-08-01;"Fiat";"Palio Week. ATTRACTIVE 1.4 Fire Flex 8V";"automatico";1,4;"2016";43868
2016-08-01;"Fiat";"Palio Week.Adv.LOCK.Dualogic 1.8 Flex";"automatico";1,8;"0 km";68325
2016-08-01;"Fiat";"Palio Week.Adv.LOCK.Dualogic 1.8 Flex";"automatico";1,8;"2016";57441
2016-08-01;"Fiat";"Palio Weekend Adv. Ext. 1.8 Dual. Flex";"automatico";1,8;"0 km";70589
2016-08-01;"Fiat";"Palio Weekend Adv. Ext. 1.8 Dual. Flex";"automatico";1,8;"2016";60289
2016-08-01;"Fiat";"Palio Weekend Adv. Ext. 1.8 Flex";"automatico";1,8;"0 km";66854
2016-08-01;"Fiat";"Palio Weekend Adv. Ext. 1.8 Flex";"automatico";1,8;"2016";56517
2016-08-01;"Fiat";"Palio Weekend Adv. Loc.Ext.1.8 Dual.Flex";"automatico";1,8;"0 km";72095
2016-08-01;"Fiat";"Palio Weekend Adv. Loc.Ext.1.8 Dual.Flex";"automatico";1,8;"2016";61391
2016-08-01;"Fiat";"Palio Weekend Adv. LOCKER Ext. 1.8 Flex";"automatico";1,8;"0 km";68360
2016-08-01;"Fiat";"Palio Weekend Adv. LOCKER Ext. 1.8 Flex";"automatico";1,8;"2016";57846
2016-08-01;"Fiat";"Palio Weekend Adventure LOCKER 1.8 Flex";"automatico";1,8;"0 km";65807
2016-08-01;"Fiat";"Palio Weekend Adventure LOCKER 1.8 Flex";"automatico";1,8;"2016";53557
2016-08-01;"Fiat";"Palio Weekend Trekking 1.6 Flex 16V 5p";"automatico";1,6;"0 km";54027
2016-08-01;"Fiat";"Palio Weekend Trekking 1.6 Flex 16V 5p";"automatico";1,6;"2016";45020
2016-08-01;"Fiat";"UNO ATTRACTIVE 1.0 EVO Fire Flex 8V 5p";"automatico";1;"0 km";38306
2016-08-01;"Fiat";"UNO ATTRACTIVE 1.0 EVO Fire Flex 8V 5p";"automatico";1;"2016";32464
